ID_INDICADOR;CODG_UND_MED;VLR_VAR;CODG_UND_FED;DESC_UND_FED;CODG_VAR;CODG_ANO;CODG_SEXO;DESC_SEXO;CODG_IDADE;DESC_IDADE;SUB_INDICADOR
Indicador  3.9.3;1736;0.14;1;Brasil;11726;2020;5;Mulheres;1146;30 a 34 anos;11726
Indicador  3.9.3;1736;0.06;1;Brasil;11726;2020;5;Mulheres;1147;35 a 39 anos;11726
Indicador  3.9.3;1736;0.11;1;Brasil;11726;2020;5;Mulheres;1148;40 a 44 anos;11726
Indicador  3.9.3;1736;0.16;1;Brasil;11726;2020;5;Mulheres;1149;45 a 49 anos;11726
Indicador  3.9.3;1736;0.11;1;Brasil;11726;2020;5;Mulheres;1150;50 a 54 anos;11726
Indicador  3.9.3;1736;0.13;1;Brasil;11726;2020;5;Mulheres;1151;55 a 59 anos;11726
Indicador  3.9.3;1736;0.23;1;Brasil;11726;2020;5;Mulheres;3302;60 anos ou mais;11726
Indicador  3.9.3;1736;0.18;1;Brasil;11726;2021;6794;Total;95253;Total;11726
Indicador  3.9.3;1736;0.07;1;Brasil;11726;2021;6794;Total;1140;0 a 4 anos;11726
Indicador  3.9.3;1736;0.00;1;Brasil;11726;2021;6794;Total;1141;5 a 9 anos;11726
Indicador  3.9.3;1736;0.04;1;Brasil;11726;2021;6794;Total;1142;10 a 14 anos;11726
Indicador  3.9.3;1736;0.15;1;Brasil;11726;2021;6794;Total;1143;15 a 19 anos;11726
Indicador  3.9.3;1736;0.32;1;Brasil;11726;2021;6794;Total;1144;20 a 24 anos;11726
Indicador  3.9.3;1736;0.29;1;Brasil;11726;2021;6794;Total;1145;25 a 29 anos;11726
Indicador  3.9.3;1736;0.15;1;Brasil;11726;2021;6794;Total;1146;30 a 34 anos;11726
Indicador  3.9.3;1736;0.12;1;Brasil;11726;2021;6794;Total;1147;35 a 39 anos;11726
Indicador  3.9.3;1736;0.21;1;Brasil;11726;2021;6794;Total;1148;40 a 44 anos;11726
Indicador  3.9.3;1736;0.19;1;Brasil;11726;2021;6794;Total;1149;45 a 49 anos;11726
Indicador  3.9.3;1736;0.15;1;Brasil;11726;2021;6794;Total;1150;50 a 54 anos;11726
Indicador  3.9.3;1736;0.20;1;Brasil;11726;2021;6794;Total;1151;55 a 59 anos;11726
Indicador  3.9.3;1736;0.31;1;Brasil;11726;2021;6794;Total;3302;60 anos ou mais;11726
Indicador  3.9.3;1736;0.26;1;Brasil;11726;2021;4;Homens;95253;Total;11726
Indicador  3.9.3;1736;0.07;1;Brasil;11726;2021;4;Homens;1140;0 a 4 anos;11726
Indicador  3.9.3;1736;0.00;1;Brasil;11726;2021;4;Homens;1141;5 a 9 anos;11726
Indicador  3.9.3;1736;0.03;1;Brasil;11726;2021;4;Homens;1142;10 a 14 anos;11726
Indicador  3.9.3;1736;0.21;1;Brasil;11726;2021;4;Homens;1143;15 a 19 anos;11726
Indicador  3.9.3;1736;0.49;1;Brasil;11726;2021;4;Homens;1144;20 a 24 anos;11726
Indicador  3.9.3;1736;0.43;1;Brasil;11726;2021;4;Homens;1145;25 a 29 anos;11726
Indicador  3.9.3;1736;0.20;1;Brasil;11726;2021;4;Homens;1146;30 a 34 anos;11726
Indicador  3.9.3;1736;0.19;1;Brasil;11726;2021;4;Homens;1147;35 a 39 anos;11726
Indicador  3.9.3;1736;0.36;1;Brasil;11726;2021;4;Homens;1148;40 a 44 anos;11726
Indicador  3.9.3;1736;0.30;1;Brasil;11726;2021;4;Homens;1149;45 a 49 anos;11726
Indicador  3.9.3;1736;0.25;1;Brasil;11726;2021;4;Homens;1150;50 a 54 anos;11726
Indicador  3.9.3;1736;0.24;1;Brasil;11726;2021;4;Homens;1151;55 a 59 anos;11726
Indicador  3.9.3;1736;0.42;1;Brasil;11726;2021;4;Homens;3302;60 anos ou mais;11726
Indicador  3.9.3;1736;0.11;1;Brasil;11726;2021;5;Mulheres;95253;Total;11726
Indicador  3.9.3;1736;0.07;1;Brasil;11726;2021;5;Mulheres;1140;0 a 4 anos;11726
Indicador  3.9.3;1736;0.00;1;Brasil;11726;2021;5;Mulheres;1141;5 a 9 anos;11726
Indicador  3.9.3;1736;0.06;1;Brasil;11726;2021;5;Mulheres;1142;10 a 14 anos;11726
Indicador  3.9.3;1736;0.08;1;Brasil;11726;2021;5;Mulheres;1143;15 a 19 anos;11726
Indicador  3.9.3;1736;0.15;1;Brasil;11726;2021;5;Mulheres;1144;20 a 24 anos;11726
Indicador  3.9.3;1736;0.14;1;Brasil;11726;2021;5;Mulheres;1145;25 a 29 anos;11726
Indicador  3.9.3;1736;0.10;1;Brasil;11726;2021;5;Mulheres;1146;30 a 34 anos;11726
Indicador  3.9.3;1736;0.06;1;Brasil;11726;2021;5;Mulheres;1147;35 a 39 anos;11726
Indicador  3.9.3;1736;0.06;1;Brasil;11726;2021;5;Mulheres;1148;40 a 44 anos;11726
Indicador  3.9.3;1736;0.10;1;Brasil;11726;2021;5;Mulheres;1149;45 a 49 anos;11726
Indicador  3.9.3;1736;0.06;1;Brasil;11726;2021;5;Mulheres;1150;50 a 54 anos;11726
Indicador  3.9.3;1736;0.16;1;Brasil;11726;2021;5;Mulheres;1151;55 a 59 anos;11726
Indicador  3.9.3;1736;0.22;1;Brasil;11726;2021;5;Mulheres;3302;60 anos ou mais;11726
Indicador  3.9.3;1736;0.17;1;Brasil;11726;2022;6794;Total;95253;Total;11726
Indicador  3.9.3;1736;0.14;1;Brasil;11726;2022;6794;Total;1140;0 a 4 anos;11726
Indicador  3.9.3;1736;0.01;1;Brasil;11726;2022;6794;Total;1141;5 a 9 anos;11726
Indicador  3.9.3;1736;0.04;1;Brasil;11726;2022;6794;Total;1142;10 a 14 anos;11726
Indicador  3.9.3;1736;0.13;1;Brasil;11726;2022;6794;Total;1143;15 a 19 anos;11726
Indicador  3.9.3;1736;0.19;1;Brasil;11726;2022;6794;Total;1144;20 a 24 anos;11726
Indicador  3.9.3;1736;0.19;1;Brasil;11726;2022;6794;Total;1145;25 a 29 anos;11726
Indicador  3.9.3;1736;0.19;1;Brasil;11726;2022;6794;Total;1146;30 a 34 anos;11726
Indicador  3.9.3;1736;0.15;1;Brasil;11726;2022;6794;Total;1147;35 a 39 anos;11726
Indicador  3.9.3;1736;0.22;1;Brasil;11726;2022;6794;Total;1148;40 a 44 anos;11726
Indicador  3.9.3;1736;0.15;1;Brasil;11726;2022;6794;Total;1149;45 a 49 anos;11726
Indicador  3.9.3;1736;0.13;1;Brasil;11726;2022;6794;Total;1150;50 a 54 anos;11726
Indicador  3.9.3;1736;0.22;1;Brasil;11726;2022;6794;Total;1151;55 a 59 anos;11726
Indicador  3.9.3;1736;0.26;1;Brasil;11726;2022;6794;Total;3302;60 anos ou mais;11726
Indicador  3.9.3;1736;0.22;1;Brasil;11726;2022;4;Homens;95253;Total;11726
Indicador  3.9.3;1736;0.13;1;Brasil;11726;2022;4;Homens;1140;0 a 4 anos;11726
Indicador  3.9.3;1736;0.01;1;Brasil;11726;2022;4;Homens;1141;5 a 9 anos;11726
Indicador  3.9.3;1736;0.05;1;Brasil;11726;2022;4;Homens;1142;10 a 14 anos;11726
Indicador  3.9.3;1736;0.13;1;Brasil;11726;2022;4;Homens;1143;15 a 19 anos;11726
Indicador  3.9.3;1736;0.25;1;Brasil;11726;2022;4;Homens;1144;20 a 24 anos;11726
Indicador  3.9.3;1736;0.29;1;Brasil;11726;2022;4;Homens;1145;25 a 29 anos;11726
Indicador  3.9.3;1736;0.22;1;Brasil;11726;2022;4;Homens;1146;30 a 34 anos;11726
Indicador  3.9.3;1736;0.20;1;Brasil;11726;2022;4;Homens;1147;35 a 39 anos;11726
Indicador  3.9.3;1736;0.33;1;Brasil;11726;2022;4;Homens;1148;40 a 44 anos;11726
Indicador  3.9.3;1736;0.26;1;Brasil;11726;2022;4;Homens;1149;45 a 49 anos;11726
Indicador  3.9.3;1736;0.21;1;Brasil;11726;2022;4;Homens;1150;50 a 54 anos;11726
Indicador  3.9.3;1736;0.29;1;Brasil;11726;2022;4;Homens;1151;55 a 59 anos;11726
Indicador  3.9.3;1736;0.32;1;Brasil;11726;2022;4;Homens;3302;60 anos ou mais;11726
Indicador  3.9.3;1736;0.12;1;Brasil;11726;2022;5;Mulheres;95253;Total;11726
Indicador  3.9.3;1736;0.15;1;Brasil;11726;2022;5;Mulheres;1140;0 a 4 anos;11726
Indicador  3.9.3;1736;0.01;1;Brasil;11726;2022;5;Mulheres;1141;5 a 9 anos;11726
Indicador  3.9.3;1736;0.03;1;Brasil;11726;2022;5;Mulheres;1142;10 a 14 anos;11726
Indicador  3.9.3;1736;0.13;1;Brasil;11726;2022;5;Mulheres;1143;15 a 19 anos;11726
Indicador  3.9.3;1736;0.13;1;Brasil;11726;2022;5;Mulheres;1144;20 a 24 anos;11726
Indicador  3.9.3;1736;0.09;1;Brasil;11726;2022;5;Mulheres;1145;25 a 29 anos;11726
Indicador  3.9.3;1736;0.16;1;Brasil;11726;2022;5;Mulheres;1146;30 a 34 anos;11726
Indicador  3.9.3;1736;0.09;1;Brasil;11726;2022;5;Mulheres;1147;35 a 39 anos;11726
Indicador  3.9.3;1736;0.11;1;Brasil;11726;2022;5;Mulheres;1148;40 a 44 anos;11726
Indicador  3.9.3;1736;0.05;1;Brasil;11726;2022;5;Mulheres;1149;45 a 49 anos;11726
Indicador  3.9.3;1736;0.06;1;Brasil;11726;2022;5;Mulheres;1150;50 a 54 anos;11726
Indicador  3.9.3;1736;0.16;1;Brasil;11726;2022;5;Mulheres;1151;55 a 59 anos;11726
Indicador  3.9.3;1736;0.21;1;Brasil;11726;2022;5;Mulheres;3302;60 anos ou mais;11726
Indicador  3.9.3;1736;0.23;11;Rondônia;11726;2018;6794;Total;95253;Total;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;6794;Total;1140;0 a 4 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;6794;Total;1141;5 a 9 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;6794;Total;1142;10 a 14 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;6794;Total;1143;15 a 19 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;6794;Total;1144;20 a 24 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;6794;Total;1145;25 a 29 anos;11726
Indicador  3.9.3;1736;0.65;11;Rondônia;11726;2018;6794;Total;1146;30 a 34 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;6794;Total;1147;35 a 39 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;6794;Total;1148;40 a 44 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;6794;Total;1149;45 a 49 anos;11726
Indicador  3.9.3;1736;1.02;11;Rondônia;11726;2018;6794;Total;1150;50 a 54 anos;11726
Indicador  3.9.3;1736;1.26;11;Rondônia;11726;2018;6794;Total;1151;55 a 59 anos;11726
Indicador  3.9.3;1736;0.62;11;Rondônia;11726;2018;6794;Total;3302;60 anos ou mais;11726
Indicador  3.9.3;1736;0.34;11;Rondônia;11726;2018;4;Homens;95253;Total;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;4;Homens;1140;0 a 4 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;4;Homens;1141;5 a 9 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;4;Homens;1142;10 a 14 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;4;Homens;1143;15 a 19 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;4;Homens;1144;20 a 24 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;4;Homens;1145;25 a 29 anos;11726
Indicador  3.9.3;1736;1.29;11;Rondônia;11726;2018;4;Homens;1146;30 a 34 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;4;Homens;1147;35 a 39 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;4;Homens;1148;40 a 44 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;4;Homens;1149;45 a 49 anos;11726
Indicador  3.9.3;1736;2.00;11;Rondônia;11726;2018;4;Homens;1150;50 a 54 anos;11726
Indicador  3.9.3;1736;2.44;11;Rondônia;11726;2018;4;Homens;1151;55 a 59 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;4;Homens;3302;60 anos ou mais;11726
Indicador  3.9.3;1736;0.12;11;Rondônia;11726;2018;5;Mulheres;95253;Total;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1140;0 a 4 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1141;5 a 9 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1142;10 a 14 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1143;15 a 19 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1144;20 a 24 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1145;25 a 29 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1146;30 a 34 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1147;35 a 39 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1148;40 a 44 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1149;45 a 49 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1150;50 a 54 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2018;5;Mulheres;1151;55 a 59 anos;11726
Indicador  3.9.3;1736;1.24;11;Rondônia;11726;2018;5;Mulheres;3302;60 anos ou mais;11726
Indicador  3.9.3;1736;0.06;11;Rondônia;11726;2019;6794;Total;95253;Total;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2019;6794;Total;1140;0 a 4 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2019;6794;Total;1141;5 a 9 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2019;6794;Total;1142;10 a 14 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2019;6794;Total;1143;15 a 19 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2019;6794;Total;1144;20 a 24 anos;11726
Indicador  3.9.3;1736;0.64;11;Rondônia;11726;2019;6794;Total;1145;25 a 29 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2019;6794;Total;1146;30 a 34 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2019;6794;Total;1147;35 a 39 anos;11726
Indicador  3.9.3;1736;0.00;11;Rondônia;11726;2019;6794;Total;1148;40 a 44 anos;11726
